54.3008 4 15 6
105.975 8 8 15
40.2468 0 16 6
53.7309 5 4 6
26.751 0 6 5
47.3901 14 4 17
36.089 6 0 5
44.9588 15 8 14
40.9517 2 10 9
78.9416 12 7 1
29.2081 11 11 4
39.5234 18 16 14
25.7263 19 5 7
42.5926 8 19 11
79.2058 2 2 11
41.7021 16 17 4
59.6052 5 9 12
69.4149 1 4 8
65.6623 0 8 8
58.1648 3 8 0
48.6642 8 3 11
32.5522 15 19 14
55.6868 9 2 13
14.7937 17 11 1
92.7556 12 14 8
56.963 14 1 7
45.8988 8 9 18
55.8569 4 13 1
49.1946 11 11 6
36.4985 18 1 2
36.348 7 6 19
49.5147 1 18 12
67.3348 1 3 4
39.5563 7 1 19
36.6838 18 19 7
42.9999 14 8 11
67.9114 12 9 5
33.4721 19 2 18
44.6035 16 17 19
72.9448 8 14 0
27.1526 18 7 11
70.4178 12 14 13
97.0704 5 12 12
53.7302 0 1 3
60.7923 1 1 12
16.2836 0 0 8
48.1908 19 17 2
56.4847 10 8 11
45.364 4 10 15
57.7108 10 2 4
48.0073 12 19 14
45.9442 1 15 0
32.7036 11 16 17
33.5564 1 5 16
40.6212 9 5 19
24.9679 9 6 5
60.5714 9 17 19
26.3661 4 6 6
77.2841 5 19 2
43.3731 14 19 14
40.976 9 13 6
62.8269 14 8 12
44.2926 17 19 15
35.5763 9 13 5
30.4622 6 6 18
39.0254 13 11 14
44.8294 3 0 1
42.404 7 2 3
48.0324 3 15 6
46.1198 7 3 10
68.9633 15 18 8
39.0758 13 0 19
31.2469 19 5 19
59.6471 0 16 8
46.9513 1 10 17
38.3099 11 7 1
90.3388 2 8 9
42.7533 17 14 1
88.0315 0 3 2
43.4794 14 0 14
48.6322 13 13 17
45.1983 15 17 6
55.5362 13 1 0
41.8394 8 0 9
49.6646 19 9 6
67.1325 13 14 10
47.9779 9 11 3
58.9809 5 17 18
52.376 3 2 5
39.9227 1 18 13
50.4816 13 6 0
47.8252 11 7 13
40.2299 16 18 10
38.1825 12 11 7
50.5658 8 9 13
53.3338 4 11 17
36.1723 17 0 15
51.3671 15 0 2
45.1082 15 17 13
55.2963 13 2 1
10.8169 17 6 4
37.84 16 17 15
36.4711 2 13 18
32.3364 17 17 13
42.1574 16 4 17
54.8971 6 14 18
111.791 8 17 8
27.1208 0 13 18
87.2438 10 12 14
59.4793 4 13 8
55.2212 10 18 4
49.1949 19 13 4
70.7273 12 16 12
70.5188 3 17 7
37.1695 19 19 17
38.434 16 7 4
43.4972 1 2 11
36.323 15 7 4
27.369 9 6 6
56.4041 1 10 14
37.421 12 16 10
23.1039 6 6 19
16.141 7 18 11
69.7363 13 12 6
65.608 8 6 7
60.2594 8 14 7
68.1124 18 12 15
26.204 0 13 1
11.6851 3 4 8
54.9767 17 0 12
37.2405 17 3 9
66.8205 0 5 8
45.9201 9 7 6
47.369 11 14 5
53.0211 6 15 11
48.1511 9 4 9
61.2116 9 10 8
92.8723 7 12 8
51.7912 8 7 2
46.2422 19 15 3
29.3425 13 0 17
62.8815 2 18 2
42.9022 2 5 0
40.33 15 14 15
65.817 8 4 2
51.9725 4 11 8
42.8021 4 9 0
50.3862 17 2 3
49.5277 10 17 9
64.3847 8 18 7
8.4446 17 18 13
45.2687 5 16 18
47.3038 10 5 8
53.953 9 11 2
14.8181 0 18 18
71.5492 6 17 2
68.7871 4 2 16
59.6752 7 7 2
52.2848 7 15 6
59.9312 3 10 10
32.0671 2 11 3
58.0384 8 3 4
68.1326 18 12 5
43.3506 10 0 12
42.5212 9 1 19
39.1855 15 6 5
106.875 8 12 13
30.4287 11 19 10
79.8534 1 2 2
25.4779 5 5 16
34.2432 5 19 10
32.7596 6 14 2
18.119 16 9 11
41.8313 15 4 19
60.8427 2 8 19
42.8969 14 15 18
27.4153 12 13 9
66.5761 0 12 6
63.5055 2 6 7
32.4736 13 9 7
69.1876 11 10 2
27.1321 15 11 9
55.6805 5 15 0
38.0235 17 7 10
53.5969 14 10 17
57.2284 11 2 4
47.4057 5 0 6
58.4253 8 5 4
54.4025 4 14 6
55.9827 4 5 6
42.0139 11 5 18
30.9843 15 19 10
47.7854 17 10 14
24.0616 18 13 7
85.0521 9 12 14
7.9785 17 18 11
43.8724 12 16 15
47.8167 7 10 11
51.7124 11 17 6
34.3422 19 9 16
45.0939 8 11 1
55.5999 11 14 14
61.7441 14 12 18
31.6664 0 9 16
33.7466 3 8 14
34.9378 0 7 10
71.9584 12 10 5
55.751 13 16 18
15.6722 13 18 5
47.1567 5 2 10
36.4931 17 13 10
55.6728 11 6 18
58.5771 6 18 6
74.5513 8 8 18
48.7847 5 3 3
56.7069 13 14 0
62.5514 1 8 13
36.3053 10 5 19
39.4088 18 5 13
77.5853 12 13 12
57.4947 19 8 2
28.0976 0 19 4
68.8589 5 8 19
71.5306 10 5 3
54.1653 10 4 9
41.2171 9 6 16
46.6082 5 3 6
44.3071 7 2 1
37.6618 14 4 0
40.4063 13 17 19
29.5546 0 8 2
34.2461 7 0 5
37.8071 8 13 13
73.1226 9 7 8
55.4388 17 2 12
45.0843 7 2 9
29.9455 9 6 15
43.1199 16 7 18
43.2776 17 5 15
42.1352 10 2 5
20.1471 9 16 6
68.5312 12 9 2
39.5415 2 5 14
57.5504 9 3 16
63.1304 0 12 1
51.4517 13 9 14
50.8973 4 2 17
49.7197 4 18 18
42.2127 18 5 7
26.4196 18 7 5
22.2013 8 11 3
69.6044 12 8 11
43.1693 11 7 6
43.2723 4 10 8
41.1991 19 14 18
56.6832 11 17 13
48.3825 11 17 10
59.6658 4 18 17
32.3622 19 9 5
52.3585 6 1 7
75.9499 7 3 11
33.3358 1 6 15
65.7214 11 11 2
38.719 16 6 5
74.4246 8 17 18
77.0818 18 5 8
33.3435 7 5 5
57.406 13 14 13
87.8746 2 2 3
39.6646 0 6 13
46.7442 5 7 8
42.6218 16 13 9
69.6089 8 4 5
28.1944 2 13 15
44.5615 0 14 17
57.5965 4 8 15
54.3413 8 19 14
72.265 11 17 12
53.8583 12 0 14
67.7365 4 0 12
17.7949 16 15 11
46.4129 9 0 15
48.566 5 11 12
87.2917 4 6 8
93.9612 1 3 2
50.0972 0 10 4
29.7688 7 9 19
73.1226 17 1 12
45.836 19 7 19
44.6595 0 4 6
64.1369 4 14 12
37.9486 3 18 19
80.2062 6 8 9
53.4233 1 14 10
66.3752 7 3 18
35.6602 15 4 2
54.1223 2 3 12
13.7921 18 16 1
55.2571 13 2 6
39.0751 4 6 12
78.8157 11 12 18
34.5593 15 7 0
53.1086 6 17 13
50.2105 10 15 14
35.2968 16 7 7
54.0545 17 4 2
60.3992 14 15 14
40.3779 9 7 11
67.3099 2 8 12
37.426 6 9 9
50.2205 19 17 9
35.3429 7 7 0
45.0864 15 10 6
51.3827 14 6 14
43.0076 7 9 1
60.5155 7 2 10
18.2393 16 13 11
54.6014 11 15 3
41.5483 5 4 15
46.1777 15 14 19
61.1989 4 3 9
62.6233 9 10 6
44.3936 17 4 13
75.9231 4 4 2
69.4879 9 8 2
39.6038 18 9 5
43.9712 16 2 18
46.2267 10 9 19
35.5462 7 1 6
41.0162 9 9 9
50.643 14 14 2
97.3692 2 8 4
64.7244 1 3 3
28.9333 17 6 6
8.7985 17 17 3
41.0507 3 2 10
46.9506 16 4 8
52.2679 6 10 13
23.5239 0 13 5
88.6448 13 16 3
41.8604 2 18 6
44.5699 14 19 8
38.0377 11 18 16
40.2932 9 19 4
33.2733 17 9 4
44.4476 17 13 3
30.4877 3 15 16
43.7528 11 1 16
20.5751 6 18 8
22.4866 17 0 17
41.1296 17 18 4
15.1923 17 6 1
60.1297 1 2 3
49.4166 10 16 5
45.471 11 15 0
47.6284 15 15 14
34.5325 2 1 14
57.4623 6 10 19
39.9865 7 0 10
35.7057 17 19 7
26.1457 18 11 17
79.6839 3 5 3
46.5903 14 4 3
50.7706 2 10 1
43.9051 10 19 11
38.4737 19 14 14
71.8164 12 0 18
74.212 2 19 2
59.8131 15 8 12
44.5197 13 0 18
86.2334 15 12 12
47.74 10 18 6
44.5182 1 4 5
31.9085 2 13 4
39.4381 3 9 4
65.6927 17 13 8
57.8129 12 6 14
34.5151 1 0 13
29.284 2 5 3
45.2367 5 14 9
43.3694 19 2 10
51.9387 17 3 14
36.0397 19 6 4
46.8295 12 19 6
38.2219 5 0 7
7.1214 16 6 13
33.7885 17 11 4
57.631 12 14 11
38.9727 2 10 14
26.0143 19 19 1
79.6597 14 12 17
52.9924 13 16 7
29.9409 15 11 6
61.816 4 3 15
25.7483 17 10 5
49.6212 11 14 15
50.3314 14 0 15
75.7211 7 12 7
50.542 14 14 7
59.7214 13 14 15
62.8407 10 2 16
32.481 7 15 17
33.5674 3 13 14
39.7493 17 15 16
49.7232 6 7 6
31.6452 18 16 18
49.0618 13 15 6
27.7651 4 9 19
45.5772 16 1 10
54.4513 6 16 6
47.5405 1 10 16
88.1809 9 19 12
26.3753 2 15 13
25.3363 2 15 15
43.0123 4 15 9
54.082 0 13 12
25.0459 5 6 17
54.2447 1 18 6
38.8837 4 16 10
42.1606 3 14 12
56.3953 3 8 10
15.5025 3 11 1
47.6268 3 11 11
67.4741 13 15 19
29.1198 19 9 11
31.8241 11 9 7
74.929 11 9 2
45.8671 3 11 15
34.5735 6 2 11
87.4157 19 12 8
62.1888 17 12 1
24.3216 18 6 5
30.4079 5 17 14
31.0778 15 9 1
43.748 5 10 11
39.0618 1 7 4
50.8555 7 17 3
51.4788 1 17 3
86.8007 10 3 2
58.665 10 4 12
28.5603 17 0 0
67.5692 4 18 8
42.216 7 5 16
79.3947 3 14 16
72.2392 6 12 1
19.661 19 1 0
35.1648 19 17 10
37.5514 10 11 1
63.4422 13 4 4
44.6511 4 10 3
58.443 13 19 2
80.7926 3 16 7
63.5777 13 15 8
66.1553 8 6 4
37.4997 2 1 19
53.3741 14 0 6
54.513 19 8 18
69.6625 3 18 2
41.4879 19 4 1
24.7214 11 10 12
77.8705 2 18 12
76.4633 8 7 11
36.8787 1 4 11
69.2762 12 9 15
35.9143 5 1 4
46.1063 6 16 18
42.4339 6 11 12
41.2665 4 10 5
51.6675 15 2 15
46.2079 1 14 6
32.4343 15 10 15
27.5571 15 5 14
24.9885 14 18 12
25.8144 15 13 6
16.9565 18 13 10
26.9651 16 18 9
47.3425 7 0 6
48.5346 6 16 10
58.0218 2 10 0
33.9221 5 6 5
57.7482 3 13 17
65.1493 8 3 8
47.4956 6 4 10
67.6883 3 17 17
57.8372 1 0 18
46.1994 14 16 19
50.4165 14 16 14
38.9475 18 4 7
84.4571 2 3 17
62.714 12 17 10
37.9402 10 0 10
51.5958 2 8 7
49.3168 5 13 1
48.7139 14 3 16
51.6396 4 17 15
43.3078 7 7 10
38.5213 9 7 1
52.9568 16 8 9
28.5444 18 0 9
22.8151 6 6 14
29.5542 7 6 14
91.5503 8 0 12
34.6812 8 11 10
57.497 7 0 17
37.1469 17 1 1
50.5926 4 15 1
40.7674 11 4 17
32.0241 15 6 6
35.8257 0 13 13
45.3983 19 8 11
77.7601 8 7 8
38.6195 0 7 18
45.8388 11 14 4
43.1101 9 0 16
56.0382 8 11 17
43.1631 15 18 1
54.9312 12 9 3
80.5746 2 12 11
28.5097 19 0 5
9.2008 14 18 14
46.0295 14 17 14
41.4542 18 19 14
31.0652 18 11 4
52.4449 12 9 10
24.8579 12 18 13
29.4888 2 19 7
64.5947 10 18 18
66.7772 8 12 18
66.2505 5 15 8
37.4051 5 4 0
51.9472 1 17 19
30.0654 4 2 14
58.398 12 19 15
54.0284 3 18 9
52.0926 5 16 19
76.445 1 12 11
19.8375 10 16 13
63.8839 13 14 2
92.8467 12 3 16
31.1341 2 1 3
60.0982 14 4 2
40.2679 0 14 5
40.0268 1 0 10
48.194 14 9 18
10.8754 17 1 5
35.034 3 11 8
50.0456 11 10 17
38.1609 10 18 0
57.7337 8 15 15
50.1067 5 10 7
32.6928 1 13 5
43.9936 10 1 0
54.2682 15 16 8
55.0019 18 8 1
116.335 8 14 8
50.9376 13 15 15
51.2051 13 17 3
51.8485 17 10 19
57.6091 9 18 6
52.0104 14 17 18
45.7073 11 16 15
42.3859 19 18 17
42.5984 7 4 1
40.6221 7 18 0
32.4632 2 10 11
32.3046 1 7 17
40.1235 19 18 2
50.6544 9 15 17
36.8278 3 13 4
36.4056 10 11 10
54.0898 1 18 4
97.5323 1 12 12
58.3513 2 10 12
35.7887 19 14 0
47.0063 9 2 12
26.0814 14 9 19
44.0863 11 16 2
47.7431 4 6 10
46.0345 1 5 12
72.7902 2 8 17
47.6227 8 17 17
25.7966 3 5 10
58.3053 15 2 0
42.9649 1 14 9
31.2184 16 4 4
49.7209 7 1 1
53.644 4 17 8
75.2863 19 12 12
25.7584 15 18 15
28.5203 5 9 19
25.4389 14 13 16
33.984 19 0 14
57.9873 7 14 2
53.9858 12 0 15
56.712 14 4 18
48.9168 5 3 4
38.8941 0 7 4
95.5999 12 3 1
76.5286 5 18 8
78.5466 7 12 6
68.0069 4 3 10
55.8545 1 2 6
28.778 5 13 9
47.5621 9 15 15
41.9333 11 0 7
46.1275 14 5 13
47.358 19 7 13
16.5308 15 15 11
23.7577 18 18 9
59.9844 3 17 11
50.9565 11 17 18
39.2163 6 6 5
60.9561 1 10 3
44.2243 7 18 19
30.5772 6 11 8
47.2956 1 15 18
61.6773 8 4 14
47.1921 19 1 6
40.4861 9 11 10
28.5191 16 19 19
49.433 3 12 1
51.5394 6 0 14
42.0991 7 19 13
44.7004 3 17 2
41.3841 14 2 7
54.3158 7 18 16
50.3436 7 2 4
40.0929 5 11 9
71.9487 8 10 15
45.3927 9 4 5
65.9689 3 7 17
55.7814 11 17 0
66.6578 6 15 8
79.0155 11 12 0
62.5276 12 13 10
25.99 18 19 5
61.0141 15 8 19
59.7019 9 8 9
57.5773 7 3 4
35.6724 18 5 9
69.6962 3 4 3
83.1201 8 9 12
58.8417 1 4 6
35.777 6 13 19
31.7013 2 16 9
30.5881 6 14 5
46.0881 14 2 4
25.3845 13 16 0
56.045 11 18 7
18.5726 16 1 17
57.3137 0 6 12
23.4515 1 6 13
72.8087 2 18 13
24.6545 14 9 17
32.7938 10 6 14
73.4538 1 8 7
59.9086 10 10 0
49.2036 7 14 17
21.0049 11 10 8
27.1119 19 19 11
40.7228 1 15 12
64.8897 13 4 18
56.378 7 16 6
30.6008 1 6 7
22.4282 18 11 12
61.2298 6 18 18
39.9067 9 13 15
53.3701 6 1 14
14.9118 15 15 13
72.6972 8 1 18
51.0914 7 8 13
28.9753 0 15 13
26.4105 4 7 5
51.5855 12 11 13
40.6951 0 14 11
9.416 15 5 8
72.7047 3 12 14
48.7388 0 4 18
46.5899 5 6 14
21.4761 18 7 16
51.8988 14 3 1
46.0868 7 1 11
30.8388 5 9 15
40.7048 0 17 4
84.1448 6 17 3
35.7597 17 16 3
48.7266 14 13 1
25.8756 5 6 19
46.2955 2 19 0
73.5825 18 8 5
58.2596 1 8 18
80.4728 4 1 12
59.8808 12 11 15
42.9583 1 19 15
58.3128 10 11 3
48.1064 11 7 4
57.5277 17 12 15
27.2865 15 9 18
62.9268 8 11 6
30.7002 16 9 4
50.8988 6 0 17
8.3335 19 18 0
29.2441 4 1 1
37.8667 17 10 11
65.6485 13 10 7
38.5808 17 16 16
23.008 11 15 12
47.4472 17 2 9
42.1725 10 5 0
24.155 16 18 15
91.2082 13 10 8
51.1359 0 17 10
86.0133 7 12 13
55.4068 9 2 19
51.9902 8 15 2
33.5801 0 13 15
22.2482 16 0 5
44.1162 13 3 8
53.9466 2 16 5
67.7485 8 5 6
14.6555 0 11 6
24.6875 16 13 15
48.6645 1 6 4
12.5001 3 6 9
33.4116 1 11 4
53.5263 1 17 6
37.3278 19 6 18
43.3322 2 10 19
50.5229 11 14 17
58.8817 18 10 18
41.8514 4 15 18
33.1358 5 0 16
83.8543 15 17 8
41.0215 18 4 0
55.5451 11 3 12
45.804 15 17 18
31.8422 18 19 6
86.8389 9 11 8
40.3378 17 0 16
31.2173 0 7 1
54.4562 13 10 9
51.0068 15 13 8
27.0633 17 0 9
41.2406 14 11 4
33.9149 2 14 15
46.272 5 0 1
54.8911 13 18 18
56.7122 11 3 14
46.7842 14 16 15
64.6686 17 12 4
27.9719 3 1 7
46.6241 13 8 3
80.6922 6 15 12
41.6935 5 3 13
55.5217 4 2 5
20.2988 0 7 19
37.6631 9 0 19
59.6818 6 13 8
59.7679 9 5 17
39.7932 3 11 14
44.5228 7 17 1
49.1625 10 1 19
53.1616 3 0 15
24.6723 0 0 14
18.6111 19 19 15
24.0459 5 7 15
67.6403 19 8 0
47.0699 5 10 13
33.4379 11 6 15
43.3959 15 1 11
98.657 15 12 8
49.0207 6 16 1
46.9925 16 10 13
27.1639 16 3 1
72.1012 10 12 18
58.8311 10 3 10
51.3783 12 4 13
42.5423 0 18 16
36.5542 1 11 14
34.3132 18 15 16
38.435 8 16 1
64.202 15 8 8
57.9952 10 2 17
45.8663 7 15 15
37.4658 4 14 3
56.3613 1 4 12
34.8894 4 11 3
41.0285 11 18 13
39.6914 19 7 18
47.1622 0 8 11
64.1224 13 4 8
94.8772 4 14 8
96.0516 8 12 5
46.2122 14 16 11
44.8723 16 10 12
70.6071 5 0 12
51.9954 5 1 9
54.6565 14 14 18
53.1833 8 4 0
76.2398 12 14 7
38.3605 18 7 13
47.2305 18 10 5
16.7012 1 18 1
30.4656 4 19 5
41.3021 4 14 5
40.0193 0 4 11
57.2292 10 2 15
31.4036 12 17 16
63.0483 2 16 3
62.1235 3 17 10
79.5845 12 6 13
42.2519 14 4 7
42.4937 9 11 7
39.0962 19 14 3
32.2954 3 0 11
66.1735 9 3 5
38.8133 19 18 10
63.5966 12 18 9
53.6502 7 12 1
45.9839 13 9 0
42.7422 11 10 16
51.7254 3 9 3
31.0541 8 11 2
33.0672 0 10 16
36.3043 3 18 1
91.0611 12 3 17
67.0271 4 8 14
63.5142 2 16 2
33.7251 0 4 16
38.645 9 10 13
41.3138 9 6 10
45.4866 11 9 4
42.964 15 6 15
47.3071 2 18 15
72.9717 0 12 14
47.5923 19 10 14
41.9311 7 9 0
62.7482 13 12 9
53.7404 11 7 12
45.7183 4 5 19
64.8193 8 1 13
51.221 12 19 3
61.2945 1 2 10
42.1985 5 2 5
42.4318 17 18 15
71.9703 10 8 12
50.0543 13 19 11
37.8844 2 5 10
69.7821 12 7 0
69.3027 19 6 8
36.2865 4 11 14
74.7523 8 4 16
58.5972 6 10 6
50.2031 5 9 0
36.0219 2 7 5
32.9756 19 19 10
66.5796 15 12 11
63.2018 14 8 17
89.3987 2 12 18
41.2171 5 4 17
63.2973 5 12 16
43.8559 0 4 17
61.8841 13 8 7
63.2561 8 5 18
94.5505 12 8 12
33.1984 18 11 6
15.8748 9 18 5
26.3486 15 11 11
15.6761 6 18 11
32.0583 12 19 11
81.2515 13 12 3
42.3637 18 14 15
44.4705 17 12 5
56.893 10 16 6
51.2649 9 14 10
41.7823 4 0 16
39.6607 4 19 9
59.8425 19 8 3
40.7315 11 19 13
84.9869 3 16 19
56.4638 9 12 17
58.6898 6 0 6
59.4894 9 11 6
44.1266 18 8 16
35.8998 2 0 16
25.1808 0 0 16
10.4801 0 15 5
44.5494 9 3 0
45.4342 3 19 19
32.937 12 13 11
54.6235 6 7 19
45.55 15 10 1
51.5587 6 14 19
32.6968 18 2 16
44.3823 11 13 14
54.0486 1 0 8
36.8636 13 11 1
64.017 1 5 3
63.3986 8 8 3
29.0676 2 13 14
41.5595 4 7 16
6.6388 3 16 15
75.2032 12 2 14
57.4292 13 2 13
1.4517 3 14 9
65.4466 18 3 0
50.837 4 7 6
36.6184 16 7 10
41.684 18 15 18
74.3378 13 3 9
53.4436 13 0 15
31.7923 18 0 19
-5.1417 3 16 5
54.0132 1 17 18
78.8708 17 12 12
18.3619 15 16 10
40.4712 6 19 1
43.7493 16 17 17
58.5727 5 10 12
49.4971 19 8 19
60.4843 10 17 6
45.3124 1 16 4
61.6104 10 15 18
73.1978 12 10 0
38.6791 1 11 12
75.0935 4 0 8
31.6234 15 3 9
30.4267 18 1 11
46.3514 18 10 16
61.8067 16 8 13
68.6612 19 3 11
53.1534 7 4 14
63.1843 11 12 5
62.6623 3 4 17
63.2925 15 13 2
50.833 3 6 2
64.6442 10 8 17
38.0875 0 7 9
49.0257 14 9 12
31.4201 2 5 13
58.9626 7 4 18
51.6143 4 17 0
56.8319 14 14 12
49.4854 3 7 7
51.1369 13 2 16
26.6278 15 6 7
20.6573 18 4 14
111.123 11 3 2
9.3281 15 18 0
52.3151 9 18 7
43.0506 13 19 4
29.5519 17 9 1
47.7832 18 17 19
68.4374 9 8 14
56.5029 16 17 13
40.9002 8 19 19
50.567 13 15 9
27.9806 15 9 6
34.1997 17 19 6
56.0105 10 8 4
48.7644 18 4 11
41.2744 3 3 17
29.2539 15 5 7
40.588 16 11 2
25.45 2 19 13
80.1887 14 12 6
23.2205 10 1 11
73.9159 12 15 16
34.2573 19 5 14
35.9084 18 9 13
51.5991 6 14 7
46.5388 17 10 12
26.7272 0 6 19
49.3634 19 3 3
35.256 15 4 17
48.3565 18 4 19
57.9752 2 14 3
22.3985 9 6 14
32.0123 14 11 13
58.8715 10 14 2
32.9515 16 7 17
52.261 10 16 16
38.8848 18 10 11
50.414 8 5 17
71.2337 3 8 6
43.5873 15 9 13
55.9245 1 7 12
69.2241 0 0 12
78.923 13 10 3
36.0727 14 16 13
62.4926 13 10 19
37.5381 13 0 1
24.1515 0 1 5
49.6511 18 10 14
51.6916 15 12 15
43.3748 11 17 17
39.9002 6 19 15
41.9676 17 17 16
17.7504 16 15 14
39.9304 1 19 1
65.1213 5 16 8
53.5758 6 10 7
49.6997 4 17 17
59.6564 13 10 11
53.1185 9 18 12
47.3244 7 6 9
74.7003 15 1 8
35.7462 12 0 7
64.9239 8 5 14
61.6898 5 12 17
55.8023 11 4 9
37.8845 18 4 15
37.1175 4 11 11
36.9484 17 6 5
61.0269 5 19 12
53.7288 18 10 19
30.0063 0 15 7
45.6949 8 6 5
32.7668 17 11 18
39.9936 2 11 7
39.6807 18 16 5
36.5057 4 6 9
46.8612 10 14 13
47.2782 17 16 10
37.6114 18 9 7
53.7477 8 6 16
46.4753 2 11 12
35.7152 16 6 3
18.9004 15 1 17
63.819 3 15 13
32.52 13 5 7
63.4421 3 6 3
56.3999 12 11 17
57.69 9 9 12
33.4347 19 16 5
21.5682 19 9 10
41.8154 7 1 16
49.1878 4 11 4
59.0047 4 3 17
70.0584 18 12 9
92.1656 10 8 15
24.2631 5 6 10
